Restaurant,Cousines,Rating,Rating_counts,Delivery_rating,Delivery_rating_counts,Area,Adress,Price_for_2,1st_time_open,1st_time_close,2nd_time_open,2nd_time_close,week
Sky Dine,"Chinese, North Indian, Italian, Lebanese, Mexican, Mughlai",3.9,334.0,4.0,134.0,Diwalipura,"2nd floor Zorba Complex, Near Reliance Mall, Akshar Chowk, Diwalipura, Vadodara",800,2020-10-15 11:30:00,2020-10-15 21:30:00,,,Mon-Sun)
The Baking Couture,"Cafe, Bakery",3.9,254.0,4.0,197.0,Alkapuri,"201-203, The Emerald, Near Chakli Circle, Race Course, Alkapuri, Vadodara",550,2020-10-15 12:30:00,2020-10-15 22:00:00,,,Mon-Sun)
The Shimla Cafe,North Indian,3.9,292.0,3.7,6681.0,Alkapuri,"Shop 10, Atlantis K10, Near Genda Circle, Sarabhai Road, Alkapuri, Vadodara",400,2020-10-15 11:30:00,2020-10-15 23:00:00,,,Mon-Sun)
Cakeolates by Shweta,Bakery,,,4.3,897.0,Karelibaug,"L5 Vaikunth 2 Bungalow, New Vip Road, Karelibaug, Vadodara",200,2020-10-15 08:00:00,2020-10-15 00:00:00,,,Mon-Sun)
Goodies Cafeteria,"North Indian, Chinese, Fast Food",3.9,276.0,3.6,8639.0,Sayajigunj,"Surya Palace Road, Near Post Office, Sayajigunj, Vadodara",700,2020-10-15 11:00:00,2020-10-15 01:00:00,,,Mon-Sun)
Frankie Station,Fast Food,4.1,339.0,4.2,7604.0,Karelibaug,"B-5, Veer Nagar Society, Opposite SBI Bank,Besides Jain Derasar,VIP Road, Karelibaug, Vadodara.",400,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Milton's South Corner,South Indian,4.3,269.0,3.8,2834.0,Akota,"9 Pratham Plaza, Near The Gateway Hotel, Akota, Vadodara",500,2020-10-15 08:00:00,2020-10-15 15:00:00,2020-10-15 18:00:00,2020-10-15 22:45:00,Mon-Sun)
Mum's Cafe,"Cafe, Fast Food, Beverages, Burger, Desserts, Pizza, Sandwich",3.6,206.0,3.7,674.0,Alkapuri,"8, Anand Nagar Society, Opp. Mahadev Temple Lane, Jetalpur Road, Alkapuri, Vadodara",400,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Prem China Town-Chinese Fast Food,Chinese,4.0,270.0,3.9,12000.0,Alkapuri,"FF-107, Trivia opp, Natubhai Circle, Rascorse road, gotri , vadodara",400,2020-10-15 12:00:00,2020-10-15 03:00:00,,,Mon-Sun)
Maji & Sons Omlet,"Fast Food, Street Food",4.0,247.0,4.2,7252.0,Akota,"Ashwamegh-3, Opposite Aditya Imaging Center, Mujmahuda, Akota, Vadodara",300,2020-10-15 08:00:00,2020-10-15 04:00:00,,,Mon-Sun)
Baroda Bakers - The Cake Shoppe,Bakery,4.0,176.0,4.1,2348.0,Fatehgunj,"21, Ground Floor ,The Emperor, Jayesh Colony, Fatehgunj Main Road, Fatehgunj, Vadodara",200,2020-10-15 10:00:00,2020-10-15 21:00:00,,,Mon-Sun)
Kabir Kitchen,"North Indian, Chinese",3.8,336.0,,,Alkapuri,"R.C. Dutt Road,Opposite Concord Building, Alkapuri, Vadodara",600,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Moneez,"Fast Food, Street Food",4.2,271.0,3.8,4284.0,Alkapuri,"G-10, Shiv Shakti, Opp San's Sizzlers, Diagonal to Chhanppanbhog, Alkapuri, Vadodara",300,2020-10-15 10:00:00,2020-10-15 00:00:00,,,Mon-Sun)
The Morsel,"North Indian, Chinese, Fast Food",4.1,284.0,3.7,1703.0,Vadiwadi,"Atlantis Heritage, Sarabhai Main Road, Vadiwadi, Vadodara",800,2020-10-15 12:00:00,2020-10-15 15:00:00,2020-10-15 18:00:00,2020-10-15 23:00:00,Mon-Sun)
The Pancake Story,"Desserts, Beverages",4.3,278.0,3.9,2004.0,Akota,"B/2, Praful Society 2, Opposite D Mart Galleria Mall, Sir Sayajinagar Gruh Auditorium, Akota, Vadodara",350,2020-10-15 11:00:00,2020-10-15 00:00:00,,,Mon-Sun)
Miloo Ki Biryani,Biryani,4.3,311.0,4.3,3203.0,Diwalipura,"SB 3, Rajvi Tower, Beside UBE Company, OP Road, Diwalipura, Vadodara",300,2020-10-15 19:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Shree Kismat Kathiyawadi Restaurant,"North Indian, Gujarati",4.2,221.0,4.1,7674.0,Gotri,"115, 116, Lotus Elite Building, Besides Collabera Office Building, Near Gotri Lake, Gotri, Vadodara",300,2020-10-15 11:00:00,2020-10-15 16:00:00,2020-10-15 19:00:00,2020-10-15 00:00:00,Mon-Sun)
Millennium Restaurant,"Mughlai, North Indian",4.1,278.0,4.0,4576.0,Fatehgunj,"Fatehgunj Main Road, Jayesh Colony, Opposite Methodist Church, Fatehgunj, Vadodara",500,2020-10-15 12:00:00,2020-10-15 22:00:00,,,Mon-Sun)
Bombay Sandwich,Sandwich,4.0,211.0,4.2,13200.0,Kendranagar,"Opposite Shreeji Villa Complex, Shivam Bungalow, Waghodia, Kendranagar, Vadodara",250,2020-10-15 08:30:00,2020-10-15 00:00:00,,,Mon-Sun)
Cheese & Chips,"Fast Food, Beverages",3.7,163.0,3.7,2079.0,Sayajigunj,"Ground Floor - 5, Manubhai Tower, Opposite Faculty Of Arts, Sayajigunj, Vadodara",200,2020-10-15 09:00:00,2020-10-15 22:30:00,,,Mon-Sun)
The Chocolate Room,Cafe,4.0,285.0,4.1,2474.0,Alkapuri,"1st Floor, Dreamland Building, Jetalpur Road, Alkapuri, Vadodara",500,2020-10-15 10:00:00,2020-10-15 22:00:00,,,Mon-Sun)
Taste Of Punjab,North Indian,3.6,243.0,3.8,5131.0,Sayajigunj,"Gayatri Building, Dairy Den Circle, Sayajigunj, Vadodara",500,2020-10-15 11:30:00,2020-10-15 23:30:00,,,Mon-Sun)
Da Pizza Planet,Pizza,3.8,229.0,3.9,5731.0,Akota,"102, Pancham Highstreet, Near Avishkar Complex, O.P Road, Akota, Vadodara",500,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Lalabhai Sevusal Raopurawala,Fast Food,4.1,380.0,4.2,6457.0,Mandvi,"Raopura Tower, Char Rasta, Mandvi, Vadodara",150,2020-10-15 08:00:00,2020-10-15 21:00:00,,,Mon-Sun)
The Rotlo,Gujarati,4.2,244.0,4.3,4485.0,Bhayli,"Vasna Bhayli Road, Near Calisto Complex, Bhayli, Vadodara",700,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 19:00:00,2020-10-15 23:00:00,Mon-Sun)
The Sugar Fancies,"Bakery, Desserts",4.3,227.0,4.4,1194.0,Alkapuri,"4-5, Corner Point, Jetalpur Road, Alkapuri, Vadodara",400,2020-10-15 11:00:00,2020-10-15 20:00:00,,,Mon-Sun)
Hot Bite,"Fast Food, North Indian",3.8,177.0,4.2,3285.0,Sayajigunj,"Near Manubhai Towers, Opposite MS University, Sayajigunj, Vadodara",300,2020-10-15 09:00:00,2020-10-15 01:00:00,,,Mon-Sun)
Ph Se Food,"North Indian, Continental, Burmese, Mexican, Italian",4.5,852.0,3.9,467.0,Vadiwadi,"103, 1st Floor, The Emrald Complex, Near Chakli Circle, Race Course Road, Vadiwadi, Vadodara",900,2020-10-15 12:00:00,2020-10-15 00:00:00,,,"Mon-Sat),11:30am–11pm(Sun)"
Nylon Pav Bhaji,"Fast Food, South Indian, Chinese",4.0,283.0,4.3,9075.0,Karelibaug,"Mahalaxmi Complex, Muktanand Karoli Bag, Karelibaug, Vadodara",400,2020-10-15 12:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Mahavir Ice Cream,"Ice Cream, Beverages",4.2,315.0,4.2,13600.0,Karelibaug,"GF 9, Vardan Complex, V I P Road Karelibaug, Near Amit Nagar Circle, Karelibaug, Vadodara",200,2020-10-15 10:00:00,2020-10-15 23:00:00,,,"Mon-Wed),10:30am–11pm(Thu-Sun)"
White Potato,"North Indian, Bakery, South Indian, Continental, Fast Food, Chinese",3.7,311.0,4.1,1715.0,Akota,"4, Rajnagar Society, Opposite Ajitnagar G.E.B. Road, Shernik Char Rasta, Akota, Vadodara",700,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 18:00:00,2020-10-15 22:00:00,Mon-Sun)
Elysian: The Indo-Continental,"Italian, Cafe, Continental, Mediterranean, North Indian, Beverages",4.1,244.0,4.1,888.0,Gotri,"GF 7 Samanvay Zillion, Opposite Shaishav School, Gotri Road, Gotri,",1000,2020-10-15 12:00:00,2020-10-15 15:00:00,2020-10-15 19:00:00,2020-10-15 23:00:00,Mon-Sun)
Yaadgar Omlet Center,"Street Food, Fast Food",4.4,213.0,4.4,3038.0,Diwalipura,"Shop 143, Old Padra Road, Suryakiran Complex, Opposite Avishkar Complex, Sukrutinagar, Diwalipura, Vadodara",250,2020-10-15 18:00:00,2020-10-15 22:30:00,,,Mon-Sun)
Santosh Pav Bhaji,Street Food,4.0,282.0,4.0,8336.0,Subhanpura,"5-6, Shivalik Complex, Opposite Bharucha Hospital, Subhanpura, Vadodara",200,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Bendys Kitchen,Biryani,4.6,243.0,4.4,1725.0,Gotri,"A-7, Vishakha Park, Opposite Nene Clinic, Rajesh Tower Road, Gotri, Vadodara",600,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 17:00:00,2020-10-15 22:00:00,Mon-Sun)
Sasumaa's,Gujarati,4.1,279.0,4.3,4333.0,Kendranagar,"GF 1/2/3 Vrundavan Mall, Near Vrundavan Crossing, Waghodia - Dabhoi Ring Road, Kendranagar, Vadodara",600,2020-10-15 11:30:00,2020-10-15 15:30:00,2020-10-15 19:00:00,2020-10-15 22:30:00,Mon-Sun)
Bong Flavours,"Bengali, Chinese, North Indian",4.2,275.0,3.7,6268.0,Gotri,"Shop 104 & 105, Nilambar Primero, Near Yes Bank, Vasna Gotri Road, Gotri, Vadodara",300,2020-10-15 08:00:00,2020-10-15 19:00:00,,,Mon-Sun)
Maji Sainik Omlet Centre,Fast Food,4.0,242.0,4.1,4623.0,Akota,"Shop 14-16 Saptagiri Duplex, Akota, Vadodara",400,2020-10-15 12:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Chicken Mamna Center,"Fast Food, Biryani",4.0,228.0,3.9,6153.0,Akota,"GF-1, Dulah Sheth, New Shopping Center, Akota Bridge, Akota, Vadodara",400,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 18:00:00,2020-10-15 01:00:00,Mon-Sun)
Rabdiwala Corner,"Desserts, Ice Cream",4.3,228.0,4.4,2568.0,Karelibaug,"Q3, VIP Complex, Opposite Dash Continental Hotel,VIP Road, Karelibaug, Vadodara",150,2020-10-15 18:00:00,2020-10-15 22:30:00,,,Mon-Sun)
Vishal Dalvada Centre,"Fast Food, Street Food",4.3,266.0,4.3,6015.0,Alkapuri,"Race Course Circle, Opposite GEB, Alkapuri, Vadodara",100,2020-10-15 08:00:00,2020-10-15 20:00:00,,,"Mon-Sat),8am–3pm(Sun)"
Ashish Restaurant,"North Indian, Chinese, Fast Food",4.1,274.0,4.0,8919.0,Karelibaug,"Vrundavan Township, Tower-D, 1st Floor, Opposite Nageshwar Temple, Karelibaug, Vadodara",500,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 18:30:00,2020-10-15 23:00:00,Mon-Sun)
Kulchas & More,North Indian,4.2,180.0,4.2,2988.0,Subhanpura,"S22, 2nd Floor, Inorbit Mall, Subhanpura, Vadodara",300,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Sahyog Restaurant,"North Indian, Continental, Chinese",3.9,240.0,4.2,6095.0,Fatehgunj,"Soha House, High Mask Circle, Fatehgunj Main Road, Vadodara",600,2020-10-15 11:00:00,2020-10-15 15:30:00,2020-10-15 18:30:00,2020-10-15 22:45:00,Mon-Sun)
UBQ by Barbeque Nation,"North Indian, Mughlai, BBQ, Biryani",,,3.5,4796.0,Vadiwadi,Delivery Only,550,2020-10-15 12:00:00,2020-10-15 15:30:00,2020-10-15 19:00:00,2020-10-15 22:30:00,Mon-Sun)
99 Pancakes,"Desserts, Beverages, Cafe, Ice Cream, Healthy Food",4.2,208.0,4.2,1827.0,Sayajigunj,"Shop 3, Amin Nivas, Opposite Sardar Patel Statue, Sayajigunj, Vadodara",300,2020-10-15 12:00:00,2020-10-15 00:00:00,,,Mon-Sun)
Surya Prakash,"North Indian, South Indian, Fast Food",3.9,176.0,4.0,5136.0,Mandvi,"Raopura Main Road, Near Raopura Tower, Mandvi, Vadodara",400,2020-10-15 08:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Pizza Bite,"Pizza, Italian, Beverages, Ice Cream",4.2,439.0,3.3,3052.0,Karelibaug,"B-1, Kapilakunj Apartment, Near Water Tank, Karelibaug, Vadodara",300,2020-10-15 09:00:00,2020-10-15 04:00:00,,,Mon-Sun)
New Swagat Corner,"North Indian, Gujarati",4.1,236.0,4.1,6274.0,Nizampura,"B/31, Maruti Complex, Opportunity Swaminarayan nagar, Nizampura Main Road, Nizampura, Vadodara",200,2020-10-15 11:00:00,2020-10-15 20:00:00,,,Mon-Sun)
Madina Restaurant,"North Indian, Chinese",4.0,250.0,4.2,3169.0,Diwalipura,"A-1, Amjad Park Society, Opposite SBI Bank, Tandalja-Vasna Road, Vadodara",400,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Pizza Village,"Fast Food, Italian, Pizza, Beverages, Ice Cream",,,3.6,2954.0,Vadiwadi,"Flat 38, Block 7, MIG Flat, Opposite Indraprash Complex, Inox Road, Vadiwadi, Vadodara",200,2020-10-15 09:00:00,2020-10-15 04:00:00,,,Mon-Sun)
Shakti The Sandwich Shop,Fast Food,4.1,311.0,4.2,4024.0,Karelibaug,"Ground Floor-11, Bricklane 1964, L & T Circle, Opposite Ratri Bazar, Karelibaug, Vadodara",300,2020-10-15 11:05:00,2020-10-15 00:00:00,,,Mon-Sun)
Raju Omlet Centre - ROC,"Street Food, Healthy Food, Fast Food",,,4.2,7363.0,Karelibaug,"G2, Indraprasth Complex, VIP Road, Next To Urjita Hospital, Karelibaug, Vadodara",300,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Sheesh Mahal Multi Cuisine Restaurant,"Chinese, Desserts, Italian, North Indian, Pizza",4.2,243.0,4.2,807.0,Vadiwadi,"GF-08, Atlantis Heights, Shree Vikram Sarabhai Marg, Near Genda Circle, Vadiwadi, Vadodara",1100,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 19:00:00,2020-10-15 23:00:00,Mon-Sun)
Aadi Ityaadi,"Gujarati, Rajasthani, Fast Food",3.5,141.0,3.9,1314.0,Alkapuri,"1, Ground Floor, Bihari Appartments, Next ITC Welcome Hotel, Alkapuri, Vadodara",600,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Kaphi Pibama,"Cafe, Mexican, Italian, Fast Food",3.9,238.0,3.7,124.0,Alkapuri,"18-A, Nutan Bharat, SOC 002-Yogeshwar Apartment, Near Reliance Fresh, Alkapuri, Vadodara",500,2020-10-15 11:00:00,2020-10-15 22:00:00,,,Mon-Sun)
Subway,"Sandwich, Wraps, Fast Food",4.1,344.0,3.9,8162.0,Karelibaug,"Ground Floor, Goverdhan Apartment, Near Utkarsh Petrol Pump, Muktanand, Karelibaug, Vadodara",200,2020-10-15 09:00:00,2020-10-15 22:00:00,,,Mon-Sun)
Amrit Food Junction,"North Indian, Biryani",,,3.9,7523.0,Subhanpura,"Ground Floor 21, S-Square Mall, Subhanpura, Vadodara",350,2020-10-15 00:01:00,2020-10-15 03:00:00,2020-10-15 11:00:00,2020-10-15 00:00:00,"Mon,Sun)..."
Kaka Ni Pav Bhaji,Fast Food,4.1,289.0,4.1,4564.0,Karelibaug,"Amit Nagar Circle, Karelibaug, Vadodara",400,2020-10-15 12:00:00,2020-10-15 15:30:00,2020-10-15 18:00:00,2020-10-15 23:00:00,Mon-Sun)
Blue Lagoon,"North Indian, Chinese",3.9,282.0,4.0,4670.0,Akota,"Abhishek Complex, Akshar Chowk, Old Padra Road, Akota, Vadodara",700,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 19:00:00,2020-10-15 22:30:00,Mon-Sun)
Maji Sainik Egg Recipies,Fast Food,3.9,163.0,4.2,6286.0,Akota,"GF-2, Dulah Sheth, New Shopping Center, Akota Bridge, Akota, Vadodara",300,2020-10-15 11:30:00,2020-10-15 22:30:00,,,Mon-Sun)
San Sizzler's,North Indian,3.7,333.0,,,Alkapuri,"83, Samaptrao Colony, Mangaldhara Complex, Alkapuri, Vadodara",1000,2020-10-15 18:00:00,2020-10-15 23:00:00,,,"Mon),6pm–11pm(Tue-Sun)"
L'amour Patisserie,"Bakery, Desserts",4.3,234.0,,,Vadiwadi,"23/133, Ellora Park, Near Inox, Vadiwadi, Vadodara",400,2020-10-15 12:00:00,2020-10-15 23:00:00,,,Mon-Sun)
The Grand Thakar,"Gujarati, North Indian, Chinese",4.3,217.0,4.2,4493.0,Alkapuri,"3rd Floor, Shreem Shalini Mall, Opposite Concourd Building, RC Dutt Main Road, Alkapuri, Vadodara",700,2020-10-15 11:00:00,2020-10-15 15:30:00,2020-10-15 19:00:00,2020-10-15 21:00:00,Mon-Sun)
Flames Restaurant,"Mughlai, Chinese, Biryani",4.1,260.0,4.1,8561.0,Diwalipura,"Opposite Patrakar Colony, Near JP Police Station, Tandalja, Old Padra Road, Diwalipura, Vadodara",600,2020-10-15 18:00:00,2020-10-15 00:00:00,,,Mon-Sun)
Kulcha.com,"North Indian, Fast Food, Beverages",4.0,242.0,3.3,5486.0,Manjalpur,"1, Ground Floor, Sai Arcade Complex, Opposite Reliance Circle, Rajnikant Jani Marg, ShreePalli Society, Manjalpur, Vadodara",200,2020-10-15 08:00:00,2020-10-15 00:00:00,,,Mon-Sun)
Cake Connection - Live Cake,"Bakery, Desserts",4.1,223.0,4.3,1729.0,Manjalpur,"GF 7, Padmavati Complex, Near Suncity Circle, Manjalpur, Vadodara",200,2020-10-15 09:00:00,2020-10-15 20:00:00,,,Mon-Sun)
Legacies Of Punjab,North Indian,3.7,321.0,4.1,646.0,Alkapuri,"1, Ground Floor, PTSI Building, Near Genda Circle, Alkapuri, Vadodara",700,2020-10-15 12:00:00,2020-10-15 15:00:00,2020-10-15 19:00:00,2020-10-15 23:00:00,Mon-Sun)
What The Feast!,"North Indian, Chinese",,,3.9,10500.0,Diwalipura,"146 & 147, Paris Nagar Society, Gadapura, Diwalipura, Vadodara",200,2020-10-15 00:00:00,2020-10-15 03:00:00,2020-10-15 11:00:00,2020-10-15 15:00:00,
Humptee Dumptee,"North Indian, Chinese",4.2,192.0,4.2,9075.0,Gotri,"120 & 121, First Floor, Lotus Elite, Opposite Satyanarayan Farm, Gotri Road,near Jagdish Farshan Gotri, Vadodara",350,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 18:00:00,2020-10-15 00:30:00,Mon-Sun)
Real Punjabi,"North Indian, Chinese",,,3.8,11900.0,Nizampura,"Devdeep Complex, Nizampura, Vadodara",300,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Shree Krishna Restaurant,Street Food,3.9,169.0,4.3,4073.0,Akota,"GF-2, Silver House Complex, Rockstar Circle, Opposite GEB School, Akota-Dmart Road, Vadodara",250,2020-10-15 08:00:00,2020-10-15 20:30:00,,,"Mon,Tue,Thu,Fri,Sat,Sun)..."
Awesome!,"North Indian, Fast Food",,,4.1,4114.0,Subhanpura,"21, Ground Floor, Viswmohini Complex, Subhanpura, Vadodara",300,2020-10-15 11:00:00,2020-10-15 04:00:00,,,Mon-Sun)
Silver Restaurant,"North Indian, Chinese",4.2,288.0,4.4,5226.0,Manjalpur,"Silver Coine Complex, Opposite Bhavan School, Teen Rasta, Manjalpur, Vadodara",600,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 18:00:00,2020-10-15 22:30:00,Mon-Sun)
Red Dot Nation,"North Indian, Biryani, Chinese, Desserts, Beverages",3.8,219.0,4.0,6717.0,Suryanagar,"Vinyak Heights, Beside Bharat Petrol Pump, Waghodia Dabhoi Ring Road, Suryanagar",600,2020-10-15 11:30:00,2020-10-15 15:00:00,2020-10-15 19:00:00,2020-10-15 23:00:00,Mon-Sun)
Cafe Appetito,"Fast Food, Beverages",3.6,255.0,4.2,536.0,Fatehgunj,"Shop 10, Saffron Complex, Fatehgunj, Vadodara",550,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Cafe Appetito,"Fast Food, Beverages",3.6,255.0,4.2,536.0,Fatehgunj,"Shop 10, Saffron Complex, Fatehgunj, Vadodara",550,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Coffee Clan,"Cafe, Fast Food",4.0,182.0,4.3,298.0,Akota,"4&5, Shivang Complex, Malhar Point Lane, Opposite Gails Ground, Punit Nagar, Akota, Vadodara",400,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Azure - Grand Mercure Vadodara Surya Palace,"North Indian, Chinese, Continental, Thai",4.3,257.0,3.2,105.0,Sayajigunj,"Surya Palace Hotel, Opposite Parsi Agrayi, Sayajigunj, Vadodara",1200,2020-10-15 07:30:00,2020-10-15 10:00:00,2020-10-15 12:30:00,2020-10-15 15:00:00,
Lazeez,"Mughlai, North Indian",3.9,256.0,4.1,986.0,Alkapuri,"B-1/234, Alkapuri Vishal Chamber, Vishwas Colony, Alkapuri, Vadodara",600,2020-10-15 12:00:00,2020-10-15 15:00:00,2020-10-15 19:00:00,2020-10-15 22:45:00,Mon-Sun)
Anmol Catering & Events,"North Indian, Chinese",,,4.0,10700.0,Sayajipura,"C-18, Road 1, Sardar Estate, Ajwa Road, Sayajipura, Vadodara",350,2020-10-15 11:00:00,2020-10-15 15:30:00,2020-10-15 18:15:00,2020-10-15 22:30:00,Mon-Sun)
My Recipe,"North Indian, Chinese",3.7,226.0,4.0,10500.0,Kendranagar,"Shop 5, 6 & 7, Shreeji Villa Complex, Near D Mart, Shivam Crossing, Waghodia Road, Kendranagar, Vadodara",450,2020-10-15 11:00:00,2020-10-15 22:00:00,,,Mon-Sun)
Mehfil Restaurant,"North Indian, Mughlai, Chinese",3.7,211.0,3.7,4883.0,Akota,"Ground Floor Dulabhai Complex, Akota Bridge Char Rasta, Akota, Vadodara",600,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 18:30:00,2020-10-15 00:00:00,Mon-Sun)
Tasty Vada Pav,Street Food,4.2,463.0,,,Fatehgunj,"Beside Anjali Memorial Hospital, Fatehgunj, Vadodara",150,2020-10-15 10:00:00,2020-10-15 21:00:00,,,Mon-Sun)
Rule The Rolls,"Rolls, Mughlai, Burger",4.2,313.0,4.1,1513.0,Diwalipura,"GF-5, 1st Floor, Siddharth Upscale, Opposite White House, Binanagar Vasna Road, Diwalipura, Vadodara",300,2020-10-15 12:00:00,2020-10-15 00:00:00,,,Mon-Sun)
Edison's Experiments With Milk,Beverages,4.0,173.0,4.2,963.0,Diwalipura,"Shop 6, Shipra Complex, Old Padra Road, Near Marvans, Diwalipura, Vadodara",300,2020-10-15 09:00:00,2020-10-15 02:00:00,,,Mon-Sun)
The Offshore Lounge,"Cafe, Fast Food, Desserts",4.0,153.0,3.9,1754.0,Sama,"A4/103, Anand Vihar Flats, B/H Kailashdham Society, Opp. Ramdev Hardware. Nr. Abhilasha Char Rasta, New Sama Road, Vadodara",400,2020-10-15 11:00:00,2020-10-15 23:30:00,,,Mon-Sun)
Carryout Restaurant,"North Indian, Chinese, Biryani",,,3.8,5262.0,Subhanpura,"Shop F-6, First Floor, S Square Mall, Subhanpura Main Road, Subhanpura, Vadodara",200,2020-10-15 11:00:00,2020-10-15 00:00:00,,,Mon-Sun)
Times Cafe,Cafe,3.9,151.0,4.3,404.0,Fatehgunj,"Times Square Building, Harshadrai Mehta Marg, Fatehgunj, Vadodara",200,2020-10-15 09:00:00,2020-10-15 23:10:00,,,Mon-Sun)
Al Makka Restaurant,"North Indian, Mughlai",3.7,149.0,3.6,6535.0,Diwalipura,"Near JP Police Station Char Rasta, Opposite Patrakar Colony, Tandalja, Diwalipura, Vadodara",450,2020-10-15 10:00:00,2020-10-15 23:30:00,,,Mon-Sun)
Raju Omlet,Fast Food,4.0,238.0,4.4,3615.0,Karelibaug,"Mahalaxmi Apartment, Opposite B O B, Karoli Bag, Karelibaug, Vadodara",300,2020-10-15 08:00:00,2020-10-15 00:00:00,,,Mon-Sun)
Zaafran,North Indian,3.9,189.0,3.9,3031.0,Fatehgunj,"Ground Floor, Amaan Tower, Beside Check Mate, Fatehgunj, Vadodara",700,2020-10-15 11:00:00,2020-10-15 22:00:00,,,Mon-Sun)
Juvenas Bakery,"Bakery, Desserts",4.6,202.0,,,Vadiwadi,"3rd Floor ,Shaalin Apartments, 52, Hari Bhakti Colony Near Baroda Heart Hospital, Vadiwadi, Vadodara",400,2020-10-15 09:30:00,2020-10-15 18:30:00,,,"Mon,Wed,Thu,Fri,Sat,Sun)..."
Monika Pizza,Fast Food,,,4.4,5659.0,Kendranagar,"Waghodiya, Kendranagar, Vadodara",250,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Jagdish Farshan Pvt. Ltd.,"Mithai, Gujarati",4.1,260.0,4.4,9786.0,Karelibaug,"A-151, Shri Krishna Kunj Society-2,  New VIP Road, Vadodara, 320022",300,2020-10-15 08:00:00,2020-10-15 22:00:00,,,Mon-Sun)
Pinnacle Food Court,"North Indian, Biryani",3.9,211.0,3.7,8288.0,Makarpura,"G 11, Amrapali Complex, Air Force Road, Makarpura GIDC, Makarpura, Vadodara",250,2020-10-15 09:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Wooddy Jhone’s Pizza,"Pizza, Fast Food",3.2,245.0,3.5,3723.0,Akota,"1 & 2, Earth Complex, Beside Hyundai Showroom, Old Padra Road, Punit Nagar, Akota, Vadodara",500,2020-10-15 09:00:00,2020-10-15 00:00:00,,,Mon-Sun)
Messy Bowl - Maggevala,"Street Food, Fast Food",3.8,207.0,3.4,1156.0,Fatehgunj,"Fatehgunj Main Road, Fatehgunj, Vadodara",150,2020-10-15 10:00:00,2020-10-15 22:00:00,,,Mon-Sun)
Sai Krupa Punjabi Khana,"North Indian, Chinese",4.1,138.0,4.0,2624.0,Karelibaug,"5023-5024, Vaikunth 2 Shopping Center, Khodiyar Nagar Char Rasta, New VIP Road, Karelibaug, Vadodara",400,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Punjabi Corner,North Indian,4.1,135.0,3.9,7143.0,Akota,"1, Berry's Corner, Opposite Radha Krishna Society, P F Office Road, Akota, Vadodara",300,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 17:30:00,2020-10-15 22:30:00,Mon-Sun)
Aavkar Restaurant,"North Indian, Fast Food, Chinese",3.9,208.0,4.0,7540.0,Manjalpur,"6 Shantinagar,Opp. Pinnacle Business Centre, Tulsitham,Manjalpur,Vadodara.",250,2020-10-15 11:00:00,2020-10-15 23:00:00,,,Mon-Sun)
Elysian: The Middle-Eastern,"North Indian, Awadhi, Lucknowi, Mughlai, Arabian, Turkish, Afghan",3.9,221.0,4.1,682.0,Vadiwadi,"FF 108, Golden Icon, Opposite BSNL, Chakli Circle, Vasiwadi, Vadodara",2000,2020-10-15 11:00:00,2020-10-15 15:00:00,2020-10-15 19:00:00,2020-10-15 23:00:00,Mon-Sun)
