Restaurant,Cousines,Rating,Rating_counts,Delivery_rating,Delivery_rating_counts,Area,Adress,Price_for_2,Open_time
Taste Of Bombay Sandwich,"Sandwich, Fast Food, Beverages",3.8,(102),4.0,"(4,319)",Manjalpur,"GF-16, Silver Rock Complex, Behind Makarpura Police Station, Manjalpur, Vadodara",₹350,"12midnight – 2am, 12:02pm – 12midnight (Mon-Sun)"
Rajasthan Ice Cream Parlour,"Ice Cream, Beverages",4.1,(124),4.3,"(2,068)",Navapura,"Shop 3, Aaram Complex, Opposite Polo Ground, Kirti Stambh, Navapura, Vadodara",₹200,11am – 11pm (Mon-Sun)
Cafe 3' Trio,"Cafe, Pizza, Italian",3.5,(107),3.2,"(2,553)",Kendranagar,"103, Vraj Residency, Above A-One Sport Saloon, Near Gurukul Char Rasta, Dabhoi- Waghodia Ring Road, Kendranagar, Vadodara",₹450,12:01pm – 3am (Mon-Sun)
Hotel Gurudev,South Indian,4.1,(172 Reviews),,,Mandvi,"Raopura, Dandia Bazaar, Mandvi, Vadodara",₹200,"8am – 10pm (Mon, Tue, Wed, Fri, Sat, Sun), Closed..."
Jay Hind Restaurant,Fast Food,3.3,(46),4.2,"(2,465)",Mandvi,"Opposite Kumar Shala 1, Raopura, Mandvi, Vadodara",₹100,10am – 9pm (Mon-Sun)
Chacha Bombay Wala,Street Food,3.8,(101),3.9,"(1,883)",Nizampura,"Bharati Nagar, Kanchan Studio Near Chhani Jakatnaka, Nizampura, Vadodara",₹400,7pm – 11pm (Mon-Sun)
Rutu  Ice Cream,"Desserts, Ice Cream",3.8,(67),3.7,"(2,047)",Diwalipura,"G/1, MSA House, Near Manisha Society, Manisha Chokdi, Diwalipura, Vadodara",₹200,10am – 1am (Mon-Sun)
Bombay Seekh Paratha,North Indian,3.9,(94),4.1,"(1,635)",Diwalipura,"KGN Shopping Centre, Tandalja Vasna Road, Opposite SBI Bank, Tandalja, Near Diwalipura, Vadodara",₹200,8am – 11pm (Mon-Sun)
Khichdi Etc,"Healthy Food, Gujarati",3.7,(80),4.3,"(2,199)",Vadiwadi,"Shop 4, GF, Trivia Complex, Natubhai Circle, Vadiwadi, Vadodara",₹600,"11am – 4pm, 7pm – 11pm (Mon-Sun)"
The Sandwich & Fast Food,"Sandwich, Fast Food",3.9,(88),4.2,"(3,289)",Sayajigunj,"3, Prestige Complex, Opposite Suraj Plaza, Sayajigunj, Vadodara",₹100,11am – 12midnight (Mon-Sun)
Freshco's - The Health Cafe,"Cafe, Healthy Food, Coffee",3.8,(121),4.3,"(3,194)",Vadiwadi,"Next to Subway, Near Citi Bank, Race Course Road, Vadiwadi, Vadodara",₹600,7am – 11pm (Mon-Sun)
Al Karimi Chicken Sawarma,Fast Food,3.8,(100),4.3,"(1,006)",Akota,"Shop no 6 ,Saptgiri Apartment Opp Taj Hotel, Akota Village, Akota, Vadodara",₹150,4pm – 11pm (Mon-Sun)
Thakor Omlet Restaurant,Fast Food,3.7,(76),4.1,"(1,816)",Karelibaug,"Karelibaug Water Tank, Opposite Gunjan Sev Usal, Karelibaug, Vadodara",₹150,11am – 11pm (Mon-Sun)
Shree Rajubhai Panjabi Dhaba,North Indian,3.7,(94),3.9,"(2,408)",Diwalipura,"Shop 15- 16, Mamta Shopping Centre, Opposite Meridian Hospital, Diwalipura, Vadodara",₹500,"11am – 4pm, 7pm – 12:30am (Mon-Sun)"
Gateway All Day - The Gateway Hotel Vadodara,"Continental, European, North Indian, Chinese",4.2,(124 Reviews),,,"Vivanta Vadodara, Akota","The Taj Gateway Hotel, Akota Gardens, Near Old Gym, Productivity Road, Sheetal Nagar, Akota, Vadodara","₹2,500","7am – 10:30am, 12noon – 3pm, 7pm – 11pm (Mon-Sun)"
Pizzo Matic,Fast Food,,,4.3,"(2,026 Reviews)",Akota,"GF-3, Giya Park Society, Sahajanand Road, Near Ward Number 06, Mujmahada Garden Road Side Munjmahuda, Vadodara",₹350,7pm – 5am (Mon-Sun)
Cafe Royal,"North Indian, Chinese, Street Food, Sandwich, Rolls",4.0,(81),3.9,"(1,348)",Fatehgunj,"6, Ground Floor, Sai Vihar Apartments, Opposite Emperor Complex, Fatehgunj, Vadodara",₹500,11am – 9:30pm (Mon-Sun)
Urban Brewery,Cafe,3.7,(67),3.9,(47),Diwalipura,"4, Mangal Murti Society, Shakti Nagar, Saiyed Vasna, Diwalipura, Vadodara",₹500,11am – 11pm (Mon-Sun)
Amritsari Kulcha,"Fast Food, North Indian",3.2,(95),3.7,"(2,808)",Gotri,"Opposite Signet Plaza, Kunal Char Rasta, Gotri, Vadodara",₹200,"7pm – 11pm (Mon-Fri),12noon – 3pm, 7pm – 11pm..."
De Courtyard,"North Indian, Italian, Chinese",3.8,(61),4.0,(327),Akota,"Pramukh Swami Park, Opposite Sandhesra Estate, Atladara, Near Akota, Vadodara","₹1,000","11am – 3pm, 6:30pm – 11pm (Mon-Sun)"
Egg 8,Fast Food,3.7,(103),3.9,"(1,611)",Subhanpura,"D/301,vimalnath comlex Near Jain temple subhanpura, Vadodara",₹250,11am – 11pm (Mon-Sun)
Shree Maruti Restaurant & Banquets,"Gujarati, Rajasthani, North Indian",3.8,(82),4.2,"(2,746)",Vadiwadi,"4A, Ajanta Society, Behind Trident Complex, Besides Central Bank, Ellora, Near Vadiwadi, Vadodara",₹600,"11am – 3pm, 7pm – 11pm (Mon-Sun)"
Stellar Kitchen,North Indian,3.8,(112),4.4,(356),Karelibaug,"Mahakali Mandir Compound, Near Airport Circle, New VIP Road, Karelibaug, Vadodara",₹900,"11:30am – 3pm, 6:30pm – 11pm (Mon-Sun)"
Kalaghoda- Effotel By Sayaji,"North Indian, Mughlai",3.9,(88 Reviews),,,Sayajigunj,"Effotel By Sayaji, Kalaghoda Circle, Sayajigunj, Vadodara","₹1,000",6:30am – 11pm (Mon-Sun)
Bombay Sandwich Bites,Fast Food,4.0,(161 Reviews),,,Alkapuri,"SB-2, Centre Point, R.C. Dutt, Alkapuri, Vadodara",₹200,9am – 11pm (Mon-Sun)
Mahakali Sev Usal,Fast Food,3.5,(79),4.0,"(4,810)",Manjalpur,"A/1, 4 Samanvay Saptarshi, Old More Mega Store, Manjalpur, Vadodara",₹100,8am – 10pm (Mon-Sun)
The Peri-Peri Club,"Portuguese, Continental",3.9,(136),3.9,(479),Diwalipura,"Ground Floor, Shop No 1-2, Blanca Complex, Opposite Rajlaxmi Society, Old Padra Road, Diwalipura, Vadodara",₹500,11am – 1:45am (Mon-Sun)
Kaffeine Express,"Beverages, Fast Food",3.8,(109),3.9,"(1,665)",Suryanagar,"10, Shreeji Villa Complex, Near D'Mart, Dabhoi Ring Road, Suryanagar, Vadodara",₹300,11am – 11pm (Mon-Sun)
Whatta Waffle!,"Desserts, Fast Food, Pizza, Mexican, Ice Cream, Beverages",4.4,(128),4.3,"(1,064)",Alkapuri,"4, Meghdhanush Complex, Race Course Road, Near Mirch Masala Restaurant, Chakli Circle, Alkapuri, Vadodara",₹300,11am – 4am (Mon-Sun)
Kalapi Sweet & Farsan,Mithai,,,4.4,"(4,323 Reviews)",Kendranagar,"Vallabh Complex, Near Kaladarshan Char Rasta, Mahanagar Society, Kendranagar, Vadodara",₹300,8am – 9pm (Mon-Sun)
Assal Larilappa,"Ice Cream, Beverages",3.6,(86),4.4,"(2,768)",Mandvi,"131, Padmavathi Shopping Complex, MG Road, Near Nyay Mandir, Bajwada, Mandvi, Vadodara",₹250,10am – 10:30pm (Mon-Sun)
Ziiro Restaurant & Cafe,"Fast Food, Beverages, Pizza, Sandwich",3.7,(98),3.9,"(2,050)",Kendranagar,"Uma Char Rasta, Waghodia Road, Kendranagar, Vadodara",₹500,9:20am – 9:45pm (Mon-Sun)
Balli's Food Corner,"Chinese, Fast Food, North Indian",4.0,(125),3.7,(761),Diwalipura,"R K Plaza, Diwalipura, Sainath Marg, Diwalipura, Vadodara",₹350,8am – 10pm (Mon-Sun)
Only Parathas,"North Indian, Chinese, South Indian",,,3.9,"(4,048 Reviews)",Alkapuri,"14, Sudha Nagar Society, Beside Gordhan Thal, Jetalpur Road, Alkapuri",₹600,10am – 2am (Mon-Sun)
Cake Bakebon,Bakery,,,4.3,"(1,084 Reviews)",Nizampura,Delivery Only,₹350,"12midnight – 12:30am, 9:30am – 12midnight (Mon-Sun)"
Pizza Meo,Pizza,3.7,(106),3.4,(140),Sayajigunj,"Kalyan Hotel, Sayajigunj, Vadodara",₹400,8am – 9:30pm (Mon-Sun)
Cake Bonzer Bites,"Bakery, Desserts",,,4.1,"(2,248 Reviews)",Alkapuri,"9, 1st Floor, Ankur Apartment, Jetalpur Road, Beside Trisha Gallery, Alkapuri, Vadodara",₹500,8am – 2am (Mon-Sun)
Lazeez Shawarma,Lebanese,4.1,(124),4.2,"(1,387)",Akota,"Opposite Taj Hotel, Productivity Road, Akota, Vadodara",₹200,6:30pm – 11pm (Mon-Sun)
Cream & More,"Desserts, Ice Cream",3.7,(91),4.3,(516),Vadiwadi,"3, C.C Patel Square, Behind Trident Complex, Ellora Park, Vadiwadi, Vadodara",₹300,11am – 1am (Mon-Sun)
Punjabi Junction,North Indian,3.6,(66),3.7,(914),Alkapuri,"Hotel GenX 7, Sampatrao Colony, Jetalpur Road, Alkapuri",₹700,11am – 11pm (Mon-Sun)
South Bombay,"South Indian, Juices, Beverages",3.7,(64),3.8,"(1,226)","Inorbit Mall, Subhanpura","Shop 7, Inorbit Mall, 2nd Floor, Gorwa Road, Subhanpura, Vadodara",₹400,12noon – 8:30pm (Mon-Sun)
Kalpit Chinese Food,"North Indian, Chinese",3.9,(76),3.9,"(1,089)",Mandvi,"Bajwada, Khatriwad, Opposite Vee Lights, Bajwada Main Road, Mandvi, Vadodara",₹300,"8am – 3:30am (Mon),8am – 11:55pm (Tue-Fri),8am..."
Chhappanbhog Restaurant & Banquets,"Gujarati, North Indian, Pizza",3.5,(83),3.8,(402),Alkapuri,"88, Sampat Rao Colony, Productivity Road, Alkapuri, Vadodara",₹600,"11am – 3pm, 7pm – 10pm (Mon-Sun)"
Hunger’s Place,"Fast Food, Burger, Rolls",3.6,(76),4.2,(355),Subhanpura,"Gf-1 Ganga Jamuna Society, Near Jain derasar High Tension Road, Subhanpura, Vadodara",₹300,5:30pm – 11pm (Mon-Sun)
Khana 24*7,"North Indian, South Indian, Chinese",2.8,(54),4.0,"(2,795)",Akota,"Gajanan Complex, Old Padra Road, Opposite Tube Company, Sheetal Nagar, Akota, Vadodara",₹300,8am – 4am (Mon-Sun)
Chatako Panipuri Cash'n'Carry & Fast Food,"Chinese, Fast Food, Street Food",3.9,(51),4.2,"(1,057)",Subhanpura,"Behind Ellora Milk Centre, Ellora Park, Subhanpura, Vadodara",₹200,10am – 9:30pm (Mon-Sun)
Tarkari - A Banyan Paradise Kitchen,"North Indian, Chinese, Italian, Continental",3.9,(67),3.2,(31),Karelibaug,"Banyan Paradise Resort, Near Dumad Crossing, Vemali, Karelibaug, Vadodara","₹1,000",8am – 12midnight (Mon-Sun)
Shriji Farali Center,Healthy Food,3.9,(178 Reviews),,,Alkapuri,"Shop 8, Ground Floor, Dwarkesh Complex, RC Dutt Road, Alkapuri, Vadodara",₹150,10am – 10pm (Mon-Sun)
Patel Restaurant,"Gujarati, North Indian, Street Food",3.8,(89),4.2,"(1,538)",Nizampura,"Shop 10, Natasha Shopping Centre, Nizampura Chhani Road, Opposite Sainik Chatralay, Nizampura, Vadodara",₹400,"11am – 2:55pm, 6:30pm – 9:45pm (Mon, Tue, Wed..."
Yours Deliciously,"Pizza, Chinese, Fast Food",4.0,(91),4.2,(270),Alkapuri,"E-1/110, Kashi Vishwesher Township, Jetal Pur Road, Alkapuri, Vadodara",₹300,"12noon – 3pm, 7pm – 12:45am (Mon, Tue, Thu, Fri..."
Maharashtra Boarding House,Maharashtrian,3.9,(120),4.2,(86),Mandvi,"Brahmpuri, Dandia Bazar, Dandiyabajar, Vadodara",₹400,11am – 11pm (Mon-Sun)
Honeybee Cake Shop,Bakery,,,4.3,(373 Reviews),Fatehgunj,"Shop 1, Popular Building, Old, RTO Road, Warasiya, Fatehgunj, Vadodara",₹600,11am – 10pm (Mon-Sun)
The Grand Chef (TGC),"North Indian, Chinese, Continental, Mexican",3.8,(60),3.9,(344),Diwalipura,"Basement 6, Opposite Relience Mall, Near Akshar Chowk, Old Padra Road, Diwalipura, Vadodara",₹600,11am – 11pm (Mon-Sun)
The Cake Alchemist,"Bakery, Desserts",,,4.3,(163 Reviews),Diwalipura,"2, Krishna Park, Makrand Desai Road, Near Tribhauvan Park, Gotri Vasna Road, Vadodara",₹400,11am – 11:30pm (Mon-Sun)
City South Corner,South Indian,4.0,(105),4.3,(755),Karelibaug,"S-16, Mahalaxmi Complex, Karelibaug, Vadodara",₹300,7pm – 11pm (Mon-Sun)
Mayur Fafda Wala,"Street Food, Mithai",3.8,(108),4.5,(937),Nizampura,"26/2, Devdeep Complex, Near Axis Bank, Mehsana Nagar Circle, Nizampura, Vadodara",₹100,7am – 2pm (Mon-Sun)
Maharashtrian Kitchen,Maharashtrian,,,3.6,(787 Reviews),Sayajigunj,"A FF-105, Samanvay Silicon, Opposite Kalyan Hotel, Sayajigunj, Vadodara",₹300,11am – 12midnight (Mon-Sun)
JSK Amritsari Kulcha & Stuffed Parathas,North Indian,3.9,(78 Reviews),,,Sama,"Opposite Food Homes Supermarket, Sama-Savli Road, Sama, Vadodara",₹300,"11:30am – 3pm, 6:30pm – 11pm (Mon-Sun)"
Saideep Dabeli Corner,Street Food,3.9,(79),4.4,"(2,701)",Karelibaug,"Subhash Park, Arth Complex, Sangam Char Rasta, Karelibaug, Vadodara",₹100,10am – 8pm (Mon-Sun)
Maji Sainik Egg Zone,Street Food,3.8,(79),3.9,"(2,935)",Diwalipura,"6, Ground Floor, Shyamal Complex, Opposite Gulab Vatika, Tandalja, O.P Road, Diwalipura, Vadodara",₹150,11am – 4am (Mon-Sun)
Allied Confectionery,Desserts,,,4.3,(142 Reviews),Manjalpur,"Manjalpur, Vadodara",₹300,10am – 12midnight (Mon-Sun)
Kutchi Food Hub,"Fast Food, North Indian, Gujarati",3.7,(71),4.3,"(1,249)",Manjalpur,"Shop 11, Sunrise Complex, Opposite Ambe School, Darbar Chokadi, Vadsar Bridge Road, Manjalpur, Vadodara",₹150,11am – 9:30pm (Mon-Sun)
Shri Guruprasad Restaurant,"North Indian, Chinese, South Indian",3.9,(105),4.0,(299),Navapura,"4, Aram Complex, Opposite Polo Ground, Rajmahal Road, Navapura, Vadodara",₹300,11am – 11pm (Mon-Sun)
Ashish Restaurant,"North Indian, Chinese",3.6,(126 Reviews),,,Gotri,"Varun Complex, Ganga Vihar Society, Harinagar Cross Road, Gotri, Vadodara",₹600,11am – 11pm (Mon-Sun)
Aries Pan - Panditji Paratha House,North Indian,3.9,(64),4.0,"(2,892)",Alkapuri,"Shop B-11, 88, BPC Road, Samoatrao Colony, Alkapuri, Vadodara",₹150,8am – 9pm (Mon-Sun)
Blue Lagoons,"Fast Food, Chinese, Continental, North Indian",3.7,(76),4.1,"(2,094)",Fatehgunj,"24, Near Convent School, Suvas Colony, Fatehgunj, Vadodara",₹600,"11:30am – 3pm, 7pm – 10:30pm (Mon-Sun)"
Jay Jalaram Restaurant,"South Indian, North Indian",3.6,(66),3.1,(882),Sayajipura,"C/18, Ajwa Road, Lakulesh Nagar, Sayaji Park Society, Vadodara, Sayajipura, Vadodara",₹150,10am – 7pm (Mon-Sun)
Table 42,"North Indian, Chinese",3.9,(72),4.2,(995),Akota,"B/2, Praful Colony, Opposite Dmart, Akota, Vadodara",₹300,11am – 11pm (Mon-Sun)
My Restaurant,"North Indian, Chinese",3.6,(154 Reviews),,,Vadiwadi,"Ground Floor, Solitare Complex, Old Padra Road, Vadiwadi, Vadodara",₹800,11:30am – 12midnight (Mon-Sun)
Raju Patti Samosa,Street Food,4.0,(174 Reviews),,,Mandvi,"Sursagar Road, Opposite Maharani School, Mandvi, Vadodara",₹100,"7am – 2pm (Mon),7am – 9pm (Tue-Sun)"
Cold Press,"Juices, Salad, Healthy Food",3.8,(67),4.3,(486),Akota,"7-8, Shivang Complex, Malhar Point Lane, Opposite Gail, Akota, Vadodara",₹300,11am – 7pm (Mon-Sun)
A1 Omlet Centre,Street Food,3.9,(98),4.5,(213),Diwalipura,"Alamin Complex, Opposite Basera Complex, Safamarva Complex, Tandalja, Diwalipura, Vadodara",₹350,6:30pm – 12midnight (Mon-Sun)
Mahavir Ice Cream,"Ice Cream, Desserts",3.9,(159 Reviews),,,Sayajigunj,"35, Near D Mart, Waghodia Road, Sayajigunj, Vadodara",₹200,12noon – 11pm (Mon-Sun)
Maratha Katta,Maharashtrian,4.0,(97 Reviews),,,Diwalipura,"GF-08, Urban One Complex, Near Panch Mukhi Hanuman Mandir, Vasna Bhayli Road, Diwalipura, Vadodara",₹600,"12noon – 3pm, 7pm – 11:30pm (Mon-Sun)"
Bite Me,Fast Food,3.8,(85),4.3,"(1,193)",Karelibaug,11 chetanyadham society punit Nagar nearParam child care clinic chanakyapuri circle new sama Vadodara,₹200,8am – 11pm (Mon-Sun)
Jay Ambe Smoothies & Shakes,"Desserts, Beverages, Fast Food",4.2,(150),4.5,"(1,002)",Gotri,"2, 3, 4, Ground Floor, Yash Complex, Gotri Main Road, Gotri, Vadodara",₹300,8am – 9pm (Mon-Sun)
Maggevala-OP Road,Fast Food,3.7,(101),4.2,(566),Diwalipura,"O P Road, Shree Nagar Society, Purushottam Nagar, Diwalipura, Vadodara",₹300,11am – 9:30pm (Mon-Sun)
Abhilasha Restaurant,"North Indian, Chinese",3.5,(80),3.7,(628),Nizampura,"New Sama Road, Gyan Kunj 1, Sama GSFC Complex, Nizampura, Vadodara",₹600,"11am – 3:30pm, 7pm – 11pm (Mon-Sun)"
Patiyala's Chhole Bhature,"North Indian, Street Food",,,3.7,"(1,994 Reviews)",Mandvi,"F/43, Shukal Nagar, Behind Prabhat Society, Near Shrivastav Complex, Javer Nagar, Waghodia Road, Mandvi, Vadodara",₹200,8am – 2am (Mon-Sun)
